From	Entry	Organism
B0BLT0	B0BLT0	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
B0JZ85	B0JZ85	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
B0K011	B0K011	Rattus norvegicus (Rat)
B0X0K1	B0X0K1	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
B0X9H6	B0X9H6	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
B0XDC4	B0XDC4	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)
B0XS89	B0XS89	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)
B0XSK6	B0XSK6	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)
B0XYJ1	B0XYJ1	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)
B0Y9W4	B0Y9W4	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)
B0YDH7	B0YDH7	Aspergillus fumigatus (strain CBS 144.89 / FGSC A1163 / CEA10) (Neosartorya fumigata)
B0ZT45	B0ZT45	Elsinoe fawcettii (Citrus scab fungus) (Sphaceloma fawcettii)
B1AWL2	B1AWL2	Mus musculus (Mouse)
B1B534	B1B534	Oryza sativa subsp. japonica (Rice)
B1H2Q6	B1H2Q6	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
B1WAZ8	B1WAZ8	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
B1WBS3	B1WBS3	Rattus norvegicus (Rat)
B1WBU4	B1WBU4	Rattus norvegicus (Rat)
B2BNE1	B2BNE1	Aquareovirus G (isolate American grass carp/USA/PB01-155/-) (AQRV-G)
B2GV05	B2GV05	Rattus norvegicus (Rat)
B2KFW1	B2KFW1	Mus musculus (Mouse)
B2RRD7	B2RRD7	Mus musculus (Mouse)
B2RRE4	B2RRE4	Mus musculus (Mouse)
B2RRF6	B2RRF6	Mus musculus (Mouse)
B2RUI1	B2RUI1	Mus musculus (Mouse)
B2RXC5	B2RXC5	Mus musculus (Mouse)
B2RXF5	B2RXF5	Homo sapiens (Human)
B3DJM5	B3DJM5	Danio rerio (Zebrafish) (Brachydanio rerio)
B3M383	B3M383	Drosophila ananassae (Fruit fly)
B3NP26	B3NP26	Drosophila erecta (Fruit fly)
B3P3W1	B3P3W1	Drosophila erecta (Fruit fly)
B4DU55	B4DU55	Homo sapiens (Human)
B4DX44	B4DX44	Homo sapiens (Human)
B4DXR9	B4DXR9	Homo sapiens (Human)
B4F6U4	B4F6U4	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
B4F7E9	B4F7E9	Rattus norvegicus (Rat)
B4GBA9	B4GBA9	Drosophila persimilis (Fruit fly)
B4GEU5	B4GEU5	Drosophila persimilis (Fruit fly)
B4H4H5	B4H4H5	Drosophila persimilis (Fruit fly)
B4HLH4	B4HLH4	Drosophila sechellia (Fruit fly)
B4HMH2	B4HMH2	Drosophila sechellia (Fruit fly)
B4JND4	B4JND4	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)
B4JT42	B4JT42	Drosophila grimshawi (Hawaiian fruit fly) (Idiomyia grimshawi)
B4K5R2	B4K5R2	Drosophila mojavensis (Fruit fly)
B4LX81	B4LX81	Drosophila virilis (Fruit fly)
B4M7J1	B4M7J1	Drosophila virilis (Fruit fly)
B4NBB0	B4NBB0	Drosophila willistoni (Fruit fly)
B4NEU8	B4NEU8	Drosophila willistoni (Fruit fly)
B4P8I0	B4P8I0	Drosophila yakuba (Fruit fly)
B4PRJ9	B4PRJ9	Drosophila yakuba (Fruit fly)
B4QIJ9	B4QIJ9	Drosophila simulans (Fruit fly)
B5DE03	B5DE03	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
B5DLV1	B5DLV1	Drosophila pseudoobscura pseudoobscura (Fruit fly)
B6GVZ2	B6GVZ2	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255) (Penicillium chrysogenum)
B7FAS0	B7FAS0	Caenorhabditis elegans
B7Z6K7	B7Z6K7	Homo sapiens (Human)
B7ZRM8	B7ZRM8	Xenopus laevis (African clawed frog)
B7ZRU9	B7ZRU9	Xenopus laevis (African clawed frog)
B7ZSG3	B7ZSG3	Xenopus laevis (African clawed frog)
B8A5Y1	B8A5Y1	Danio rerio (Zebrafish) (Brachydanio rerio)
B8BGV5	B8BGV5	Oryza sativa subsp. indica (Rice)
B8NGC8	B8NGC8	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)
C7EMF5	C7EMF5	Sus scrofa (Pig)
C8VJW0	C8VJW0	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
C9JLR9	C9JLR9	Homo sapiens (Human)
C9JN71	C9JN71	Homo sapiens (Human)
D2HQI1	D2HQI1	Ailuropoda melanoleuca (Giant panda)
D2HS90	D2HS90	Ailuropoda melanoleuca (Giant panda)
D3YYM0	D3YYM0	Mus musculus (Mouse)
D3ZKB9	D3ZKB9	Rattus norvegicus (Rat)
D3ZUU2	D3ZUU2	Rattus norvegicus (Rat)
D3ZVT0	D3ZVT0	Rattus norvegicus (Rat)
D4A8X0	D4A8X0	Rattus norvegicus (Rat)
E7ETH6	E7ETH6	Homo sapiens (Human)
E9F0C5	E9F0C5	Metarhizium robertsii (strain ARSEF 23 / ATCC MYA-3075) (Metarhizium anisopliae (strain ARSEF 23))
E9PW05	E9PW05	Mus musculus (Mouse)
E9PYI1	E9PYI1	Mus musculus (Mouse)
E9PZZ1	E9PZZ1	Mus musculus (Mouse)
E9Q3T6	E9Q3T6	Mus musculus (Mouse)
E9Q6D6	E9Q6D6	Mus musculus (Mouse)
E9Q6W4	E9Q6W4	Mus musculus (Mouse)
E9Q8D0	E9Q8D0	Mus musculus (Mouse)
E9Q8G5	E9Q8G5	Mus musculus (Mouse)
E9Q8T2	E9Q8T2	Mus musculus (Mouse)
E9QAG8	E9QAG8	Mus musculus (Mouse)
F1QLG5	F1QLG5	Danio rerio (Zebrafish) (Brachydanio rerio)
F1QQA8	F1QQA8	Danio rerio (Zebrafish) (Brachydanio rerio)
F4IPE3	F4IPE3	Arabidopsis thaliana (Mouse-ear cress)
F4JYZ8	F4JYZ8	Arabidopsis thaliana (Mouse-ear cress)
F4KGU4	F4KGU4	Arabidopsis thaliana (Mouse-ear cress)
F6NSX9	F6NSX9	Danio rerio (Zebrafish) (Brachydanio rerio)
F6WEQ6	F6WEQ6	Rattus norvegicus (Rat)
F9XMW5	F9XMW5	Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici)
G0KYB3	G0KYB3	Trichoderma arundinaceum
G0S920	G0S920	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Thermochaetoides thermophila)
G1X9A9	G1X9A9	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491) (Nematode-trapping fungus) (Didymozoophaga oligospora)
G3V893	G3V893	Rattus norvegicus (Rat)
G3X9G7	G3X9G7	Mus musculus (Mouse)
G4MM89	G4MM89	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4MRT1	G4MRT1	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4MS67	G4MS67	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4MVZ1	G4MVZ1	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4N3F6	G4N3F6	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4N3L5	G4N3L5	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4N5Q2	G4N5Q2	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4NBL6	G4NBL6	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4NBR8	G4NBR8	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G4NKW5	G4NKW5	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
G5E869	G5E869	Mus musculus (Mouse)
G5E8B9	G5E8B9	Mus musculus (Mouse)
G5EBU4	G5EBU4	Caenorhabditis elegans
G5EC77	G5EC77	Caenorhabditis elegans
G5EDE1	G5EDE1	Caenorhabditis elegans
G5EDU6	G5EDU6	Caenorhabditis elegans
G5EFF4	G5EFF4	Caenorhabditis elegans
G5EFY4	G5EFY4	Caenorhabditis elegans
G5EFY7	G5EFY7	Caenorhabditis elegans
G5EGB2	G5EGB2	Caenorhabditis elegans
G5EGF8	G5EGF8	Caenorhabditis elegans
G5EGQ2	G5EGQ2	Caenorhabditis elegans
G5EHQ6	G5EHQ6	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)
H2KYH4	H2KYH4	Caenorhabditis elegans
H2L008	H2L008	Caenorhabditis elegans
I7HJS4	I7HJS4	Mus musculus (Mouse)
J4UVD7	J4UVD7	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)
J9VE33	J9VE33	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)
J9VX63	J9VX63	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)
K9GKQ6	K9GKQ6	Penicillium digitatum (strain PHI26 / CECT 20796) (Green mold)
O00110	O00110	Homo sapiens (Human)
O00488	O00488	Homo sapiens (Human)
O08584	O08584	Mus musculus (Mouse)
O08781	O08781	Rattus norvegicus (Rat)
O08876	O08876	Rattus norvegicus (Rat)
O08900	O08900	Mus musculus (Mouse)
O08954	O08954	Rattus norvegicus (Rat)
O08961	O08961	Rattus norvegicus (Rat)
O13089	O13089	Oncorhynchus mykiss (Rainbow trout) (Salmo gairdneri)
O13648	O13648	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O13786	O13786	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O13862	O13862	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O14213	O14213	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O14258	O14258	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O14335	O14335	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O14628	O14628	Homo sapiens (Human)
O14709	O14709	Homo sapiens (Human)
O14753	O14753	Homo sapiens (Human)
O14771	O14771	Homo sapiens (Human)
O14901	O14901	Homo sapiens (Human)
O14978	O14978	Homo sapiens (Human)
O15014	O15014	Homo sapiens (Human)
O15015	O15015	Homo sapiens (Human)
O15060	O15060	Homo sapiens (Human)
O15062	O15062	Homo sapiens (Human)
O15090	O15090	Homo sapiens (Human)
O15156	O15156	Homo sapiens (Human)
O15209	O15209	Homo sapiens (Human)
O15391	O15391	Homo sapiens (Human)
O15535	O15535	Homo sapiens (Human)
O17582	O17582	Caenorhabditis elegans
O17862	O17862	Caenorhabditis elegans
O18326	O18326	Bombyx mori (Silk moth)
O22533	O22533	Arabidopsis thaliana (Mouse-ear cress)
O22759	O22759	Arabidopsis thaliana (Mouse-ear cress)
O24591	O24591	Zea mays (Maize)
O35413	O35413	Rattus norvegicus (Rat)
O35615	O35615	Mus musculus (Mouse)
O35738	O35738	Mus musculus (Mouse)
O35739	O35739	Mus musculus (Mouse)
O35819	O35819	Rattus norvegicus (Rat)
O35914	O35914	Mus musculus (Mouse)
O42409	O42409	Gallus gallus (Chicken)
O42410	O42410	Gallus gallus (Chicken)
O43167	O43167	Homo sapiens (Human)
O43296	O43296	Homo sapiens (Human)
O43298	O43298	Homo sapiens (Human)
O43309	O43309	Homo sapiens (Human)
O43313	O43313	Homo sapiens (Human)
O43345	O43345	Homo sapiens (Human)
O43361	O43361	Homo sapiens (Human)
O43474	O43474	Homo sapiens (Human)
O43623	O43623	Homo sapiens (Human)
O43670	O43670	Homo sapiens (Human)
O43829	O43829	Homo sapiens (Human)
O45526	O45526	Caenorhabditis elegans
O54836	O54836	Mus musculus (Mouse)
O54963	O54963	Rattus norvegicus (Rat)
O57311	O57311	Xenopus laevis (African clawed frog)
O57415	O57415	Gallus gallus (Chicken)
O59706	O59706	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O59811	O59811	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O59958	O59958	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)
O60281	O60281	Homo sapiens (Human)
O60304	O60304	Homo sapiens (Human)
O60315	O60315	Homo sapiens (Human)
O60384	O60384	Homo sapiens (Human)
O60481	O60481	Homo sapiens (Human)
O60678	O60678	Homo sapiens (Human)
O60765	O60765	Homo sapiens (Human)
O62259	O62259	Caenorhabditis elegans
O62537	O62537	Drosophila orena (Fruit fly)
O62538	O62538	Drosophila sechellia (Fruit fly)
O62541	O62541	Drosophila yakuba (Fruit fly)
O62651	O62651	Sus scrofa (Pig)
O62836	O62836	Bos taurus (Bovine)
O64571	O64571	Arabidopsis thaliana (Mouse-ear cress)
O64827	O64827	Arabidopsis thaliana (Mouse-ear cress)
O65499	O65499	Arabidopsis thaliana (Mouse-ear cress)
O70230	O70230	Mus musculus (Mouse)
O70237	O70237	Mus musculus (Mouse)
O70494	O70494	Mus musculus (Mouse)
O73590	O73590	Gallus gallus (Chicken)
O73689	O73689	Xenopus laevis (African clawed frog)
O73691	O73691	Gallus gallus (Chicken)
O73692	O73692	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)
O73693	O73693	Taeniopygia guttata (Zebra finch) (Poephila guttata)
O73694	O73694	Serinus canaria (Island canary) (Fringilla canaria)
O74252	O74252	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
O74775	O74775	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O74808	O74808	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O74995	O74995	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O75123	O75123	Homo sapiens (Human)
O75290	O75290	Homo sapiens (Human)
O75346	O75346	Homo sapiens (Human)
O75362	O75362	Homo sapiens (Human)
O75373	O75373	Homo sapiens (Human)
O75437	O75437	Homo sapiens (Human)
O75467	O75467	Homo sapiens (Human)
O75541	O75541	Homo sapiens (Human)
O75626	O75626	Homo sapiens (Human)
O75820	O75820	Homo sapiens (Human)
O75840	O75840	Homo sapiens (Human)
O77027	O77027	Drosophila yakuba (Fruit fly)
O77459	O77459	Drosophila melanogaster (Fruit fly)
O80942	O80942	Arabidopsis thaliana (Mouse-ear cress)
O88282	O88282	Mus musculus (Mouse)
O88286	O88286	Mus musculus (Mouse)
O88466	O88466	Mus musculus (Mouse)
O88532	O88532	Mus musculus (Mouse)
O88553	O88553	Rattus norvegicus (Rat)
O88939	O88939	Mus musculus (Mouse)
O89090	O89090	Mus musculus (Mouse)
O89091	O89091	Mus musculus (Mouse)
O93567	O93567	Gallus gallus (Chicken)
O93602	O93602	Gallus gallus (Chicken)
O94130	O94130	Botryotinia fuckeliana (Noble rot fungus) (Botrytis cinerea)
O94131	O94131	Fusarium fujikuroi (Bakanae and foot rot disease fungus) (Gibberella fujikuroi)
O94166	O94166	Aspergillus aculeatus
O94326	O94326	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
O94875	O94875	Homo sapiens (Human)
O94892	O94892	Homo sapiens (Human)
O95125	O95125	Homo sapiens (Human)
O95201	O95201	Homo sapiens (Human)
O95365	O95365	Homo sapiens (Human)
O95409	O95409	Homo sapiens (Human)
O95600	O95600	Homo sapiens (Human)
O95625	O95625	Homo sapiens (Human)
O95780	O95780	Homo sapiens (Human)
O95785	O95785	Homo sapiens (Human)
O95863	O95863	Homo sapiens (Human)
O96785	O96785	Clogmia albipunctata (Mothmidge)
P03001	P03001	Xenopus laevis (African clawed frog)
P05084	P05084	Drosophila melanogaster (Fruit fly)
P07247	P07247	Drosophila melanogaster (Fruit fly)
P07248	P07248	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P07664	P07664	Drosophila melanogaster (Fruit fly)
P07665	P07665	Drosophila melanogaster (Fruit fly)
P08042	P08042	Mus musculus (Mouse)
P08043	P08043	Mus musculus (Mouse)
P08044	P08044	Drosophila melanogaster (Fruit fly)
P08045	P08045	Xenopus laevis (African clawed frog)
P08046	P08046	Mus musculus (Mouse)
P08047	P08047	Homo sapiens (Human)
P08048	P08048	Homo sapiens (Human)
P08151	P08151	Homo sapiens (Human)
P08152	P08152	Mus musculus (Mouse)
P08153	P08153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P08154	P08154	Rattus norvegicus (Rat)
P08155	P08155	Drosophila melanogaster (Fruit fly)
P08970	P08970	Drosophila melanogaster (Fruit fly)
P0C278	P0C278	Shewanella frigidimarina
P0C6P6	P0C6P6	Rattus norvegicus (Rat)
P0C6Y7	P0C6Y7	Rattus norvegicus (Rat)
P0C7X2	P0C7X2	Homo sapiens (Human)
P0CB33	P0CB33	Homo sapiens (Human)
P0CE10	P0CE10	Arabidopsis thaliana (Mouse-ear cress)
P0CG00	P0CG00	Homo sapiens (Human)
P0CG23	P0CG23	Homo sapiens (Human)
P0CG24	P0CG24	Homo sapiens (Human)
P0CG31	P0CG31	Homo sapiens (Human)
P0CG40	P0CG40	Homo sapiens (Human)
P0CH99	P0CH99	Homo sapiens (Human)
P0CI00	P0CI00	Homo sapiens (Human)
P0CJ78	P0CJ78	Homo sapiens (Human)
P0CJ79	P0CJ79	Homo sapiens (Human)
P0CL69	P0CL69	Mus musculus (Mouse)
P0CS62	P0CS62	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) (Filobasidiella neoformans)
P0DKX0	P0DKX0	Homo sapiens (Human)
P0DPD5	P0DPD5	Homo sapiens (Human)
P0DXB9	P0DXB9	Magallana gigas (Pacific oyster) (Crassostrea gigas)
P10069	P10069	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)
P10070	P10070	Homo sapiens (Human)
P10071	P10071	Homo sapiens (Human)
P10072	P10072	Homo sapiens (Human)
P10073	P10073	Homo sapiens (Human)
P10074	P10074	Homo sapiens (Human)
P10075	P10075	Homo sapiens (Human)
P10076	P10076	Mus musculus (Mouse)
P10077	P10077	Mus musculus (Mouse)
P10078	P10078	Mus musculus (Mouse)
P10751	P10751	Mus musculus (Mouse)
P10754	P10754	Mus musculus (Mouse)
P10755	P10755	Mus musculus (Mouse)
P10925	P10925	Mus musculus (Mouse)
P11161	P11161	Homo sapiens (Human)
P11455	P11455	Drosophila melanogaster (Fruit fly)
P13360	P13360	Drosophila melanogaster (Fruit fly)
P13361	P13361	Drosophila virilis (Fruit fly)
P13682	P13682	Homo sapiens (Human)
P14404	P14404	Mus musculus (Mouse)
P15024	P15024	Reovirus type 3 (strain Dearing) (T3D) (Mammalian orthoreovirus 3)
P15336	P15336	Homo sapiens (Human)
P15619	P15619	Drosophila melanogaster (Fruit fly)
P15620	P15620	Mus musculus (Mouse)
P15621	P15621	Homo sapiens (Human)
P15622	P15622	Homo sapiens (Human)
P15822	P15822	Homo sapiens (Human)
P16372	P16372	Mus musculus (Mouse)
P16373	P16373	Mus musculus (Mouse)
P16374	P16374	Mus musculus (Mouse)
P16415	P16415	Homo sapiens (Human)
P16423	P16423	Drosophila melanogaster (Fruit fly)
P16951	P16951	Mus musculus (Mouse)
P17010	P17010	Homo sapiens (Human)
P17012	P17012	Mus musculus (Mouse)
P17014	P17014	Homo sapiens (Human)
P17017	P17017	Homo sapiens (Human)
P17019	P17019	Homo sapiens (Human)
P17020	P17020	Homo sapiens (Human)
P17021	P17021	Homo sapiens (Human)
P17022	P17022	Homo sapiens (Human)
P17023	P17023	Homo sapiens (Human)
P17024	P17024	Homo sapiens (Human)
P17025	P17025	Homo sapiens (Human)
P17026	P17026	Homo sapiens (Human)
P17027	P17027	Homo sapiens (Human)
P17028	P17028	Homo sapiens (Human)
P17029	P17029	Homo sapiens (Human)
P17030	P17030	Homo sapiens (Human)
P17031	P17031	Homo sapiens (Human)
P17032	P17032	Homo sapiens (Human)
P17035	P17035	Homo sapiens (Human)
P17036	P17036	Homo sapiens (Human)
P17038	P17038	Homo sapiens (Human)
P17039	P17039	Homo sapiens (Human)
P17040	P17040	Homo sapiens (Human)
P17041	P17041	Homo sapiens (Human)
P17097	P17097	Homo sapiens (Human)
P17098	P17098	Homo sapiens (Human)
P17141	P17141	Mus musculus (Mouse)
P17544	P17544	Homo sapiens (Human)
P17789	P17789	Drosophila melanogaster (Fruit fly)
P17842	P17842	Xenopus borealis (Kenyan clawed frog)
P18146	P18146	Homo sapiens (Human)
P18712	P18712	Xenopus laevis (African clawed frog)
P18713	P18713	Xenopus laevis (African clawed frog)
P18714	P18714	Xenopus laevis (African clawed frog)
P18715	P18715	Xenopus laevis (African clawed frog)
P18716	P18716	Xenopus laevis (African clawed frog)
P18717	P18717	Xenopus laevis (African clawed frog)
P18718	P18718	Xenopus laevis (African clawed frog)
P18719	P18719	Xenopus laevis (African clawed frog)
P18720	P18720	Xenopus laevis (African clawed frog)
P18721	P18721	Xenopus laevis (African clawed frog)
P18722	P18722	Xenopus laevis (African clawed frog)
P18723	P18723	Xenopus laevis (African clawed frog)
P18724	P18724	Xenopus laevis (African clawed frog)
P18725	P18725	Xenopus laevis (African clawed frog)
P18726	P18726	Xenopus laevis (African clawed frog)
P18727	P18727	Xenopus laevis (African clawed frog)
P18728	P18728	Xenopus laevis (African clawed frog)
P18729	P18729	Xenopus laevis (African clawed frog)
P18730	P18730	Xenopus laevis (African clawed frog)
P18731	P18731	Xenopus laevis (African clawed frog)
P18732	P18732	Xenopus laevis (African clawed frog)
P18733	P18733	Xenopus laevis (African clawed frog)
P18734	P18734	Xenopus laevis (African clawed frog)
P18735	P18735	Xenopus laevis (African clawed frog)
P18736	P18736	Xenopus laevis (African clawed frog)
P18737	P18737	Xenopus laevis (African clawed frog)
P18738	P18738	Xenopus laevis (African clawed frog)
P18739	P18739	Xenopus laevis (African clawed frog)
P18740	P18740	Xenopus laevis (African clawed frog)
P18741	P18741	Xenopus laevis (African clawed frog)
P18742	P18742	Xenopus laevis (African clawed frog)
P18743	P18743	Xenopus laevis (African clawed frog)
P18744	P18744	Xenopus laevis (African clawed frog)
P18745	P18745	Xenopus laevis (African clawed frog)
P18746	P18746	Xenopus laevis (African clawed frog)
P18747	P18747	Xenopus laevis (African clawed frog)
P18748	P18748	Xenopus laevis (African clawed frog)
P18749	P18749	Xenopus laevis (African clawed frog)
P18750	P18750	Xenopus laevis (African clawed frog)
P18751	P18751	Xenopus laevis (African clawed frog)
P18752	P18752	Xenopus laevis (African clawed frog)
P18753	P18753	Xenopus laevis (African clawed frog)
P18853	P18853	Xenopus laevis (African clawed frog)
P19382	P19382	Xenopus laevis (African clawed frog)
P19538	P19538	Drosophila melanogaster (Fruit fly)
P19544	P19544	Homo sapiens (Human)
P19736	P19736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P20198	P20198	Sulfolobus spindle-shape virus 1 (SSV1)
P20199	P20199	Sulfolobus spindle-shape virus 1 (SSV1)
P20201	P20201	Sulfolobus spindle-shape virus 1 (SSV1)
P20385	P20385	Drosophila melanogaster (Fruit fly)
P20662	P20662	Mus musculus (Mouse)
P21192	P21192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P21506	P21506	Homo sapiens (Human)
P22227	P22227	Mus musculus (Mouse)
P22265	P22265	Drosophila melanogaster (Fruit fly)
P22561	P22561	Mus musculus (Mouse)
P23792	P23792	Drosophila melanogaster (Fruit fly)
P23803	P23803	Drosophila melanogaster (Fruit fly)
P24278	P24278	Homo sapiens (Human)
P24349	P24349	Caenorhabditis elegans
P24399	P24399	Mus musculus (Mouse)
P25066	P25066	Xenopus borealis (Kenyan clawed frog)
P25456	P25456	Xenopus laevis (African clawed frog)
P25490	P25490	Homo sapiens (Human)
P25932	P25932	Drosophila melanogaster (Fruit fly)
P26632	P26632	Danio rerio (Zebrafish) (Brachydanio rerio)
P26633	P26633	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)
P26634	P26634	Cerdocyon thous (Crab-eating fox) (Dusicyon thous)
P26635	P26635	Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)
P27705	P27705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P28166	P28166	Drosophila melanogaster (Fruit fly)
P28167	P28167	Drosophila melanogaster (Fruit fly)
P28698	P28698	Homo sapiens (Human)
P30373	P30373	Gallus gallus (Chicken)
P31504	P31504	Apis mellifera (Honeybee)
P31505	P31505	Bithynia tentaculata (Spire snail) (Helix tentaculata)
P31506	P31506	Calliphora vicina (Blue blowfly) (Calliphora erythrocephala)
P31507	P31507	Apis mellifera (Honeybee)
P31508	P31508	Apis mellifera (Honeybee)
P31509	P31509	Cryptops anomalans (Centipede)
P31629	P31629	Homo sapiens (Human)
P32338	P32338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P32432	P32432	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P32609	P32609	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P32805	P32805	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P33400	P33400	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P33748	P33748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P33749	P33749	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P34303	P34303	Caenorhabditis elegans
P34437	P34437	Caenorhabditis elegans
P34450	P34450	Caenorhabditis elegans
P34511	P34511	Caenorhabditis elegans
P34567	P34567	Caenorhabditis elegans
P34694	P34694	Anaxyrus americanus (American toad) (Bufo americanus)
P34695	P34695	Lithobates pipiens (Northern leopard frog) (Rana pipiens)
P34708	P34708	Caenorhabditis elegans
P35789	P35789	Homo sapiens (Human)
P36197	P36197	Gallus gallus (Chicken)
P36406	P36406	Homo sapiens (Human)
P36407	P36407	Rattus norvegicus (Rat)
P36508	P36508	Homo sapiens (Human)
P37263	P37263	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P37275	P37275	Homo sapiens (Human)
P38082	P38082	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P38344	P38344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
P38621	P38621	Micropterus salmoides (Largemouth bass) (Labrus salmoides)
